RT,SERIALNO,PUMA,HHL,HHT
H,577335,4624,2.0,1.0
H,577350,3100,1.0,6.0
H,577353,4618,2.0,1.0
H,577362,400,,
H,577382,1600,1.0,1.0
H,577403,200,,
H,577404,2507,1.0,1.0
H,577409,2002,1.0,6.0
H,577415,2600,1.0,3.0
H,577420,600,1.0,1.0
H,577427,4602,1.0,7.0
H,577429,5400,1.0,1.0
H,577441,1902,1.0,1.0
H,577463,600,1.0,6.0
H,577479,4100,1.0,1.0
H,577487,4624,1.0,1.0
H,577489,5909,2.0,1.0
H,577521,3900,1.0,1.0
H,577534,5913,2.0,1.0
H,577539,4604,1.0,4.0
H,577543,2316,2.0,1.0
H,577583,4000,1.0,1.0
H,577585,3000,2.0,1.0
H,577587,6807,2.0,1.0
H,577613,5916,3.0,1.0
H,577632,4616,1.0,6.0
H,577640,3602,,
H,577641,1905,1.0,6.0
H,577652,3700,1.0,2.0
H,577674,2003,2.0,1.0
H,577705,4619,2.0,1.0
H,577731,6500,1.0,1.0
H,577734,2001,1.0,1.0
H,577735,2302,1.0,3.0
H,577736,4701,1.0,1.0
H,577743,100,1.0,3.0
H,577770,4601,1.0,3.0
H,577791,4803,,
H,577799,4904,1.0,1.0
H,577808,3400,1.0,1.0
H,577823,3301,,
H,577850,6601,1.0,3.0
H,577870,5910,1.0,6.0
H,577883,4629,1.0,1.0
H,577929,4301,2.0,3.0
H,577932,2102,1.0,1.0
H,577936,3303,2.0,3.0
H,577947,5500,2.0,4.0
H,577965,6702,2.0,4.0
H,577979,6100,2.0,1.0
H,577996,4701,1.0,1.0
H,578010,4400,1.0,5.0
H,578018,1907,1.0,1.0
H,578076,1905,1.0,1.0
H,578088,5201,2.0,1.0
H,578111,4635,1.0,1.0
H,578160,4610,1.0,6.0
H,578173,4618,1.0,4.0
H,578179,6301,2.0,1.0
H,578185,2600,,
H,578186,4630,1.0,1.0
H,578207,100,1.0,1.0
H,578209,6703,2.0,1.0
H,578229,4905,2.0,1.0
H,578241,4701,1.0,6.0
H,578242,2400,1.0,1.0
H,578243,2503,1.0,1.0
H,578252,4611,2.0,2.0
H,578261,2900,1.0,1.0
H,578263,4636,3.0,1.0
H,578266,3900,1.0,6.0
H,578268,2503,,
H,578277,5910,1.0,6.0
H,578294,300,1.0,1.0
H,578312,6302,2.0,1.0
H,578320,2005,,
H,578343,4501,1.0,1.0
H,578360,4612,2.0,3.0
H,578367,5400,2.0,1.0
H,578378,5400,2.0,1.0
H,578421,3305,2.0,1.0
H,578482,4904,1.0,6.0
H,578486,2305,2.0,1.0
H,578492,5305,1.0,1.0
H,578495,100,,
H,578503,5500,,
H,578510,2312,1.0,6.0
H,578515,2315,2.0,2.0
H,578551,4610,1.0,1.0
H,578553,4637,4.0,1.0
H,578565,5309,3.0,1.0
H,578570,502,1.0,4.0
H,578572,5302,1.0,6.0
H,578580,5304,1.0,1.0
H,578588,3501,,
H,578595,6500,,
H,578629,1200,,
H,578640,800,1.0,1.0
H,578642,4622,1.0,6.0
H,578643,2001,1.0,1.0
H,578653,2507,3.0,1.0
H,578663,3802,1.0,1.0
H,578666,5910,1.0,7.0
H,578694,4902,4.0,1.0
H,578703,2101,1.0,1.0
H,578720,800,1.0,1.0
H,578740,1000,1.0,1.0
H,578748,4902,1.0,1.0
H,578778,2508,1.0,3.0
H,578782,5000,1.0,1.0
H,578889,4611,1.0,1.0
H,578890,4601,2.0,3.0
H,578896,600,1.0,6.0
H,578903,4625,1.0,1.0
H,578907,3100,1.0,1.0
H,578918,200,,
H,578921,6301,2.0,4.0
H,578926,800,1.0,5.0
H,578927,100,1.0,1.0
H,578945,5800,1.0,4.0
H,578984,4613,1.0,4.0
H,579001,3700,,
H,579009,4626,,
H,579025,300,1.0,2.0
H,579026,2102,1.0,1.0
H,579030,1400,1.0,4.0
H,579033,1905,1.0,6.0
H,579035,400,,
H,579036,2700,2.0,3.0
H,579038,2307,1.0,1.0
H,579063,6900,2.0,1.0
H,579074,2321,1.0,1.0
H,579079,4622,2.0,4.0
H,579080,5400,1.0,2.0
H,579094,5000,1.0,1.0
H,579096,600,1.0,1.0
H,579098,3900,,
H,579106,3301,,
H,579126,1902,1.0,6.0
H,579156,5201,1.0,1.0
H,579159,1700,1.0,1.0
H,579169,2513,1.0,3.0
H,579177,5910,1.0,6.0
H,579186,6200,1.0,1.0
H,579187,2311,1.0,6.0
H,579202,2312,1.0,6.0
H,579206,4609,1.0,3.0
H,579239,5000,,
H,579291,5306,1.0,4.0
H,579372,5307,1.0,1.0
H,579375,1907,1.0,1.0
H,579402,502,1.0,3.0
H,579418,4627,2.0,1.0
H,579431,4626,1.0,3.0
H,579448,5201,1.0,1.0
H,579460,2510,1.0,1.0
H,579461,2317,1.0,1.0
H,579467,2200,1.0,1.0
H,579498,6801,2.0,4.0
H,579513,3602,,
H,579521,1800,,
H,579527,4701,1.0,4.0
H,579534,4603,,
H,579550,4613,,
H,579568,900,,
H,579575,5915,,
H,579607,5902,2.0,2.0
H,579612,3200,2.0,1.0
H,579629,4904,1.0,1.0
H,579634,600,1.0,6.0
H,579671,2513,,
H,579674,6601,,
H,579676,4625,2.0,1.0
H,579678,2307,1.0,6.0
H,579685,2322,3.0,1.0
H,579713,6200,1.0,1.0
H,579747,4701,1.0,6.0
H,579771,2321,4.0,4.0
H,579802,6601,1.0,1.0
H,579803,4612,1.0,2.0
H,579840,1700,1.0,1.0
H,579852,5000,1.0,4.0
H,579890,5306,,
H,579896,6806,2.0,6.0
H,579905,2600,,
H,579908,300,1.0,1.0
H,579930,5901,2.0,3.0
H,579935,100,1.0,1.0
H,579938,1700,,
H,579951,4905,1.0,1.0
H,579962,2005,1.0,1.0
H,579982,2200,,
H,579989,5916,1.0,4.0
H,579999,2600,1.0,5.0
H,580011,1502,,
H,580024,5901,2.0,4.0
H,580026,3200,2.0,1.0
H,580031,2508,1.0,3.0
H,580043,4607,2.0,1.0
H,580074,3900,,
H,580112,200,1.0,1.0
H,580114,5302,1.0,7.0
H,580130,5700,,
H,580137,5204,1.0,6.0
H,580150,2800,,
H,580151,5912,1.0,2.0
H,580185,2502,1.0,6.0
H,580198,6601,1.0,1.0
H,580224,5907,2.0,3.0
H,580228,4608,1.0,1.0
H,580236,2509,1.0,1.0
H,580265,2004,2.0,1.0
H,580274,5910,1.0,4.0
H,580285,3700,1.0,6.0
H,580288,600,4.0,3.0
H,580289,5302,1.0,3.0
H,580290,3306,2.0,1.0
H,580294,6601,1.0,4.0
H,580296,1904,1.0,3.0
H,580304,5304,1.0,7.0
H,580317,4200,1.0,1.0
H,580319,5303,1.0,1.0
H,580333,600,1.0,1.0
H,580366,6900,2.0,6.0
H,580368,2505,1.0,1.0
H,580401,700,1.0,3.0
H,580403,2003,1.0,1.0
H,580410,2319,1.0,6.0
H,580418,1200,1.0,1.0
H,580449,6801,2.0,1.0
H,580460,3400,,
H,580478,4302,1.0,1.0
H,580492,1000,1.0,3.0
H,580493,2308,1.0,1.0
H,580518,2503,2.0,1.0
H,580524,2700,,
H,580530,4100,2.0,3.0
H,580541,2005,1.0,6.0
H,580556,4503,1.0,2.0
H,580564,2600,1.0,1.0
H,580566,2509,2.0,7.0
H,580567,3304,2.0,4.0
H,580570,1300,1.0,1.0
H,580585,5204,1.0,4.0
H,580595,4701,2.0,1.0
H,580604,4200,1.0,1.0
H,580617,2314,2.0,1.0
H,580632,502,1.0,3.0
H,580634,5910,2.0,1.0
H,580655,2313,,
H,580665,2502,1.0,1.0
H,580679,5912,1.0,4.0
H,580686,2513,1.0,6.0
H,580701,2312,2.0,1.0
H,580704,2315,1.0,6.0
H,580706,4614,,
H,580719,6807,2.0,1.0
H,580729,2509,1.0,2.0
H,580731,3400,,
H,580752,6804,,
H,580775,6701,2.0,2.0
H,580776,3601,1.0,6.0
H,580777,4803,1.0,3.0
H,580811,3602,1.0,5.0
H,580814,2005,,
H,580824,2322,1.0,6.0
H,580828,3700,1.0,1.0
H,580857,2303,2.0,1.0
H,580874,2318,1.0,1.0
H,580879,3305,2.0,1.0
H,580882,4607,1.0,2.0
H,580909,6803,2.0,1.0
H,580912,1400,1.0,1.0
H,580925,5800,1.0,5.0
H,580944,4618,2.0,1.0
H,580952,3100,1.0,3.0
H,580957,3802,1.0,1.0
H,580989,1300,,
H,581000,4618,2.0,1.0
H,581006,1100,,
H,581010,2003,4.0,1.0
H,581012,1903,1.0,1.0
H,581015,1000,2.0,1.0
H,581026,4603,4.0,1.0
H,581043,6701,1.0,6.0
H,581047,2200,1.0,1.0
H,581058,2006,1.0,1.0
H,581065,4000,2.0,7.0
H,581081,4302,,
H,581088,5910,2.0,4.0
H,581098,4613,1.0,4.0
H,581141,2505,1.0,1.0
H,581143,1000,2.0,1.0
H,581160,5302,1.0,4.0
H,581165,4632,1.0,1.0
H,581169,3900,,
H,581209,6500,,
H,581241,2503,1.0,1.0
H,581257,6500,2.0,1.0
H,581262,6100,2.0,1.0
H,581265,4604,1.0,4.0
H,581276,600,2.0,1.0
H,581300,4603,1.0,5.0
H,581327,2510,1.0,1.0
H,581360,5307,1.0,6.0
H,581374,6603,1.0,6.0
H,581391,502,1.0,1.0
H,581395,5000,1.0,1.0
H,581396,3802,1.0,1.0
H,581398,4626,,
H,581405,5907,1.0,4.0
H,581408,4615,1.0,1.0
H,581410,5309,2.0,1.0
H,581424,4634,2.0,1.0
H,581425,6302,2.0,1.0
H,581427,2800,1.0,1.0
H,581431,1906,4.0,7.0
H,581439,2800,2.0,1.0
H,581453,2309,1.0,1.0
H,581461,4502,,
H,581483,3900,,
H,581486,4301,2.0,2.0
H,581491,2200,1.0,1.0
H,581498,5700,1.0,1.0
H,581532,5100,1.0,7.0
H,581535,502,1.0,1.0
H,581536,5914,1.0,6.0
H,581544,6602,,
H,581552,5201,1.0,1.0
H,581554,5911,3.0,4.0
H,581600,3400,1.0,6.0
H,581651,2004,,
H,581666,4502,1.0,1.0
H,581672,4803,,
H,581680,4605,1.0,6.0
H,581681,6500,2.0,1.0
H,581687,5700,1.0,3.0
H,581735,100,,
H,581760,5400,1.0,1.0
H,581779,6805,2.0,1.0
H,581799,2501,1.0,1.0
H,581821,4502,1.0,3.0
H,581848,2513,1.0,1.0
H,581855,4637,1.0,1.0
H,581873,5800,,
H,581882,5904,1.0,5.0
H,581905,2001,1.0,1.0
H,581909,2005,1.0,1.0
H,581919,6602,,
H,581933,5500,1.0,5.0
H,581940,2309,1.0,4.0
H,581953,2700,1.0,4.0
H,581955,5913,,
H,581990,4604,1.0,1.0
H,582000,5916,1.0,3.0
H,582008,4607,1.0,3.0
H,582009,200,1.0,6.0
H,582015,2513,1.0,3.0
H,582019,5907,1.0,3.0
H,582026,4901,4.0,3.0
H,582028,1907,1.0,1.0
H,582034,5902,,
H,582035,4624,1.0,1.0
H,582037,5901,1.0,4.0
H,582038,6801,2.0,1.0
H,582082,100,1.0,1.0
H,582089,4616,2.0,1.0
H,582091,800,1.0,3.0
H,582096,2301,3.0,1.0
H,582105,2511,2.0,1.0
H,582145,3900,1.0,1.0
H,582155,1400,1.0,1.0
H,582180,5905,2.0,3.0
H,582187,4000,1.0,1.0
H,582197,4619,1.0,1.0
H,582207,6500,,
H,582220,3602,1.0,3.0
H,582223,2309,1.0,4.0
H,582235,3501,2.0,1.0
H,582271,3304,2.0,2.0
H,582276,300,2.0,1.0
H,582282,4602,,
H,582324,2320,1.0,1.0
H,582332,2512,2.0,1.0
H,582339,3301,2.0,1.0
H,582343,5308,1.0,1.0
H,582353,2900,1.0,1.0
H,582366,6702,2.0,1.0
H,582375,400,1.0,4.0
H,582382,2400,1.0,1.0
H,582406,5600,,
H,582407,3000,1.0,5.0
H,582433,4621,1.0,1.0
H,582454,600,1.0,1.0
H,582460,3501,2.0,1.0
H,582477,2316,1.0,6.0
H,582485,2321,1.0,3.0
H,582487,5306,1.0,1.0
H,582507,4901,1.0,2.0
H,582517,2900,1.0,1.0
H,582544,2502,1.0,4.0
H,582555,2510,5.0,4.0
H,582569,4100,1.0,1.0
H,582580,4604,1.0,6.0
H,582593,2507,1.0,2.0
H,582597,3801,,
H,582605,6302,2.0,1.0
H,582609,6702,2.0,1.0
H,582619,3700,2.0,1.0
H,582629,3306,2.0,1.0
H,582642,5302,1.0,6.0
H,582648,5306,1.0,6.0
H,582651,300,2.0,4.0
H,582659,6500,,
H,582665,2309,1.0,7.0
H,582676,5909,1.0,1.0
H,582685,3700,1.0,3.0
H,582687,6602,2.0,3.0
H,582737,1800,,
H,582743,3900,,
H,582769,4000,,
H,582783,4628,1.0,6.0
H,582789,5911,1.0,1.0
H,582798,2313,1.0,6.0
H,582799,4902,3.0,1.0
H,582809,4618,2.0,7.0
H,582844,4100,1.0,1.0
H,582851,1200,2.0,1.0
H,582853,3900,,
H,582854,5204,1.0,1.0
H,582865,100,1.0,4.0
H,582869,4636,1.0,1.0
H,582890,2315,1.0,6.0
H,582891,4620,2.0,1.0
H,582903,1800,1.0,1.0
H,582919,4608,2.0,1.0
H,582924,2600,1.0,7.0
H,582939,5904,2.0,4.0
H,582988,5000,,
H,582989,2001,1.0,1.0
H,582995,2600,1.0,2.0
H,582998,3400,1.0,4.0
H,583003,4624,1.0,1.0
H,583014,900,1.0,1.0
H,583018,100,1.0,1.0
H,583030,2320,4.0,3.0
H,583031,2508,2.0,2.0
H,583058,5916,1.0,1.0
H,583069,4632,3.0,1.0
H,583079,2511,1.0,1.0
H,583090,1700,1.0,3.0
H,583108,5202,1.0,1.0
H,583121,4636,1.0,1.0
H,583157,3601,1.0,1.0
H,583167,5400,1.0,1.0
H,583174,2200,1.0,1.0
H,583175,4617,,
H,583208,4502,1.0,6.0
H,583211,3502,1.0,1.0
H,583214,4901,1.0,1.0
H,583217,2306,1.0,1.0
H,583234,5308,1.0,1.0
H,583243,4621,3.0,1.0
H,583246,5904,2.0,7.0
H,583250,5902,,
H,583251,2003,1.0,7.0
H,583254,3303,1.0,4.0
H,583276,6301,2.0,3.0
H,583304,4621,1.0,1.0
H,583306,2101,1.0,1.0
H,583309,3801,1.0,7.0
H,583318,4302,1.0,7.0
H,583327,2322,4.0,1.0
H,583368,4625,1.0,4.0
H,583384,6703,3.0,4.0
H,583385,2600,1.0,1.0
H,583413,2001,1.0,5.0
H,583441,3400,1.0,4.0
H,583453,2508,1.0,6.0
H,583455,1800,2.0,1.0
H,583461,2311,1.0,6.0
H,583466,3700,1.0,7.0
H,583488,4629,1.0,1.0
H,583491,2006,3.0,1.0
H,583534,900,1.0,7.0
H,583546,400,1.0,1.0
H,583549,2513,3.0,1.0
H,583554,4200,1.0,6.0
H,583576,2315,4.0,4.0
H,583587,2320,3.0,4.0
H,583610,4613,1.0,1.0
H,583622,4501,1.0,6.0
H,583623,5910,,
H,583626,4628,4.0,1.0
H,583628,2600,1.0,4.0
H,583642,2509,1.0,6.0
H,583648,3501,1.0,1.0
H,583663,4702,4.0,1.0
H,583673,4503,1.0,6.0
H,583674,2511,1.0,1.0
H,583695,400,,
H,583733,2322,4.0,1.0
H,583735,4622,,
H,583789,1200,1.0,1.0
H,583796,1800,1.0,1.0
H,583803,5916,1.0,1.0
H,583808,4627,1.0,1.0
H,583818,2514,1.0,6.0
H,583828,1300,1.0,1.0
H,583833,5907,1.0,1.0
H,583849,502,1.0,3.0
H,583852,4625,1.0,6.0
H,583874,3200,,
H,583899,4501,1.0,1.0
H,583915,4606,2.0,1.0
H,583950,5305,1.0,4.0
H,583952,4637,1.0,7.0
H,583958,4702,1.0,4.0
H,583965,4904,2.0,1.0
H,583996,4602,2.0,4.0
H,584004,1100,1.0,1.0
H,584012,2321,2.0,3.0
H,584044,4701,1.0,1.0
H,584045,1100,1.0,6.0
H,584070,100,1.0,1.0
H,584078,5100,1.0,1.0
H,584086,4602,,
H,584103,5700,1.0,6.0
H,584104,4627,2.0,1.0
H,584143,5916,1.0,1.0
H,584145,200,1.0,2.0
H,584146,1600,1.0,1.0
H,584156,1000,1.0,1.0
H,584159,5600,,
H,584174,5915,1.0,1.0
H,584180,3502,1.0,3.0
H,584195,3700,,
H,584200,5306,3.0,5.0
H,584218,400,2.0,1.0
H,584245,2102,1.0,1.0
H,584246,6100,2.0,4.0
H,584255,1907,2.0,3.0
H,584261,3303,2.0,1.0
H,584306,2600,,
H,584322,5400,1.0,2.0
H,584341,2800,2.0,2.0
H,584352,2514,2.0,1.0
H,584353,4609,1.0,6.0
H,584367,4901,4.0,5.0
H,584407,2514,1.0,6.0
H,584450,2317,1.0,1.0
H,584466,2501,,
H,584503,2600,1.0,1.0
H,584524,4619,2.0,4.0
H,584529,4702,1.0,1.0
H,584545,4200,1.0,6.0
H,584553,4638,2.0,3.0
H,584599,6100,1.0,1.0
H,584614,4302,1.0,6.0
H,584618,2317,1.0,1.0
H,584621,1400,,
H,584627,2308,3.0,1.0
H,584635,3802,1.0,1.0
H,584650,5100,2.0,6.0
H,584680,5000,1.0,4.0
H,584686,4501,2.0,1.0
H,584705,2513,,
H,584711,4603,1.0,3.0
H,584719,4000,1.0,1.0
H,584724,4620,1.0,6.0
H,584751,3802,1.0,3.0
H,584766,4803,1.0,1.0
H,584784,5700,1.0,3.0
H,584791,3700,1.0,6.0
H,584796,2314,2.0,1.0
H,584798,3501,3.0,1.0
H,584808,2315,1.0,1.0
H,584812,1000,1.0,6.0
H,584833,2307,5.0,6.0
H,584849,2303,1.0,4.0
H,584873,2800,,
H,584879,2900,1.0,6.0
H,584899,3700,1.0,1.0
H,584903,5904,1.0,2.0
H,584921,200,1.0,6.0
H,584922,6601,2.0,3.0
H,584930,5201,1.0,4.0
H,584948,3000,1.0,1.0
H,584970,5913,4.0,5.0
H,584978,2511,4.0,1.0
H,584987,2311,,
H,584994,6000,1.0,6.0
H,585006,1000,1.0,1.0
H,585007,3000,,
H,585020,6400,2.0,4.0
H,585034,4632,1.0,1.0
H,585095,2310,1.0,1.0
H,585145,4616,1.0,6.0
H,585166,2005,2.0,3.0
H,585170,100,1.0,1.0
H,585188,2313,1.0,1.0
H,585220,2309,1.0,6.0
H,585278,900,,
H,585290,5908,1.0,1.0
H,585293,501,1.0,4.0
H,585319,4302,,
H,585320,2502,1.0,4.0
H,585346,2600,1.0,7.0
H,585347,2318,1.0,1.0
H,585352,4503,1.0,1.0
H,585371,5302,,
H,585375,3304,2.0,6.0
H,585392,5307,1.0,1.0
H,585422,1906,1.0,1.0
H,585429,1906,2.0,1.0
H,585442,3602,,
H,585448,4604,1.0,1.0
H,585452,2004,1.0,1.0
H,585460,1700,2.0,2.0
H,585462,100,1.0,1.0
H,585466,2301,4.0,1.0
H,585467,4623,1.0,4.0
H,585468,1300,1.0,1.0
H,585473,4620,1.0,1.0
H,585474,3801,2.0,7.0
H,585483,6804,2.0,5.0
H,585486,2314,1.0,6.0
H,585494,1300,,
H,585514,2305,2.0,1.0
H,585527,5906,1.0,3.0
H,585538,2504,4.0,3.0
H,585541,3303,2.0,4.0
H,585560,2505,1.0,6.0
H,585561,1903,1.0,1.0
H,585563,2309,1.0,4.0
H,585568,5700,2.0,1.0
H,585596,1100,1.0,1.0
H,585608,2003,1.0,1.0
H,585617,2320,2.0,1.0
H,585624,2309,1.0,6.0
H,585628,800,1.0,2.0
H,585639,5915,2.0,1.0
H,585641,1700,1.0,1.0
H,585642,4301,1.0,1.0
H,585645,3700,1.0,3.0
H,585648,400,,
H,585650,4901,,
H,585668,2316,1.0,5.0
H,585677,1907,1.0,3.0
H,585694,2503,2.0,6.0
H,585715,2318,1.0,3.0
H,585732,3304,2.0,4.0
H,585754,1700,1.0,1.0
H,585766,800,1.0,6.0
H,585799,800,1.0,6.0
H,585814,1100,1.0,4.0
H,585821,3502,,
H,585824,5901,2.0,1.0
H,585828,4617,1.0,3.0
H,585859,3000,1.0,1.0
H,585895,5600,2.0,3.0
H,585900,6602,,
H,585949,2303,2.0,1.0
H,585978,2006,1.0,6.0
H,586005,1000,1.0,3.0
H,586012,1700,,
H,586019,6400,2.0,3.0
H,586052,502,1.0,3.0
H,586090,4627,1.0,6.0
H,586093,1901,1.0,4.0
H,586127,800,,
H,586135,1906,2.0,3.0
H,586157,6805,,
H,586160,3700,1.0,6.0
H,586165,5700,1.0,1.0
H,586169,1000,1.0,2.0
H,586176,4608,1.0,3.0
H,586185,2004,1.0,1.0
H,586195,4200,1.0,6.0
H,586196,5304,1.0,1.0
H,586199,5903,2.0,6.0
H,586221,800,1.0,3.0
H,586264,5306,1.0,6.0
H,586271,2514,1.0,3.0
H,586285,1906,1.0,6.0
H,586296,3900,,
H,586314,2101,1.0,1.0
H,586388,5309,1.0,1.0
H,586392,2005,,
H,586396,6900,,
H,586406,2311,1.0,1.0
H,586420,1906,1.0,1.0
H,586466,4603,1.0,1.0
H,586493,700,2.0,2.0
H,586495,1906,1.0,1.0
H,586509,4301,1.0,4.0
H,586565,5201,1.0,1.0
H,586567,4802,1.0,4.0
H,586587,4702,2.0,3.0
H,586595,4630,1.0,7.0
H,586612,2600,,
H,586617,4802,,
H,586631,700,4.0,7.0
H,586660,5204,1.0,5.0
H,586682,3601,1.0,1.0
H,586686,400,,
H,586701,5308,1.0,1.0
H,586708,4701,1.0,1.0
H,586729,5303,1.0,1.0
H,586734,4614,1.0,1.0
H,586739,2512,,
H,586749,2309,1.0,1.0
H,586752,3306,2.0,1.0
H,586753,4606,2.0,1.0
H,586757,5908,1.0,3.0
H,586761,2600,,
H,586870,1700,1.0,2.0
H,586903,5902,,
H,586910,1501,1.0,4.0
H,586916,5913,1.0,1.0
H,586919,6601,1.0,1.0
H,586923,2310,1.0,1.0
H,586926,2318,2.0,1.0
H,586931,4635,3.0,1.0
H,586937,3502,1.0,1.0
H,586944,100,,
H,586982,6500,1.0,2.0
H,586983,1902,1.0,6.0
H,586991,3400,4.0,3.0
H,586994,6602,2.0,1.0
H,587008,4637,1.0,6.0
H,587025,2513,2.0,1.0
H,587033,3700,1.0,1.0
H,587037,2313,1.0,6.0
H,587043,2600,1.0,4.0
H,587061,4612,3.0,6.0
H,587065,5902,2.0,5.0
H,587085,2600,1.0,6.0
H,587096,4629,1.0,3.0
H,587130,1400,1.0,1.0
H,587136,4701,1.0,1.0
H,587139,4604,1.0,4.0
H,587153,6702,2.0,1.0
H,587154,800,1.0,1.0
H,587181,5000,,
H,587202,4611,2.0,1.0
H,587208,4301,1.0,1.0
H,587212,3900,1.0,6.0
H,587215,3502,1.0,3.0
H,587227,2318,2.0,1.0
H,587269,2311,1.0,6.0
H,587271,2003,1.0,1.0
H,587282,6703,,
H,587318,2319,1.0,7.0
H,587327,4504,,
H,587332,2308,1.0,6.0
H,587355,3501,1.0,6.0
H,587358,2004,4.0,1.0
H,587378,5309,2.0,1.0
H,587384,4632,1.0,4.0
H,587401,4625,1.0,5.0
H,587407,5500,2.0,3.0
H,587417,100,,
H,587447,4637,,
H,587457,5915,1.0,1.0
H,587492,4503,1.0,1.0
H,587494,2309,1.0,3.0
H,587499,6702,2.0,4.0
H,587513,2312,1.0,1.0
H,587516,4624,,
H,587520,5700,1.0,1.0
H,587527,2513,1.0,6.0
H,587528,2504,1.0,1.0
H,587531,4302,1.0,4.0
H,587544,6601,1.0,1.0
H,587566,5203,1.0,4.0
H,587576,3305,2.0,1.0
H,587593,1400,1.0,4.0
H,587606,5204,1.0,1.0
H,587613,4627,2.0,1.0
H,587621,3801,2.0,1.0
H,587625,5304,2.0,1.0
H,587648,4302,1.0,1.0
H,587663,2321,1.0,6.0
H,587668,4627,1.0,4.0
H,587685,6000,1.0,1.0
H,587692,1000,1.0,6.0
H,587702,3802,1.0,1.0
H,587712,6200,2.0,1.0
H,587750,1800,1.0,6.0
H,587771,5800,2.0,6.0
H,587788,2322,1.0,1.0
H,587790,2311,1.0,1.0
H,587802,2516,1.0,1.0
H,587805,1904,2.0,5.0
H,587811,2200,1.0,6.0
H,587817,1800,1.0,1.0
H,587822,4637,4.0,1.0
H,587824,4630,1.0,1.0
H,587827,1906,3.0,1.0
H,587832,6500,1.0,2.0
H,587852,2513,1.0,1.0
H,587881,2005,3.0,1.0
H,587915,4614,4.0,3.0
H,587949,5400,2.0,1.0
H,587952,3501,1.0,1.0
H,587977,4625,2.0,1.0
H,587981,4620,1.0,1.0
H,587993,2516,1.0,1.0
H,588024,3900,,
H,588027,2514,2.0,2.0
H,588033,5500,1.0,1.0
H,588044,3900,1.0,1.0
H,588060,3302,2.0,4.0
H,588068,4603,1.0,4.0
H,588074,1300,1.0,1.0
H,588091,2507,1.0,6.0
H,588097,2800,,
H,588138,5906,1.0,4.0
H,588151,200,,
H,588192,2313,,
H,588252,3502,,
H,588254,1700,,
H,588264,5914,2.0,1.0
H,588278,3200,2.0,4.0
H,588321,2101,1.0,1.0
H,588330,4618,2.0,1.0
H,588332,2515,1.0,7.0
H,588334,2700,1.0,4.0
H,588351,2307,5.0,3.0
H,588375,5700,1.0,1.0
H,588377,2511,1.0,1.0
H,588394,700,1.0,3.0
H,588404,3502,,
H,588419,100,1.0,1.0
H,588422,2200,1.0,1.0
H,588424,5306,5.0,4.0
H,588439,3802,1.0,1.0
H,588440,6000,1.0,1.0
H,588448,3100,1.0,3.0
H,588450,4605,2.0,1.0
H,588457,2508,2.0,1.0
H,588473,5100,1.0,1.0
H,588479,5306,,
H,588494,3700,1.0,1.0
H,588515,2004,1.0,1.0
H,588526,4302,,
H,588541,4610,1.0,3.0
H,588560,5400,2.0,1.0
H,588583,4616,,
H,588588,3700,1.0,1.0
H,588625,5307,1.0,6.0
H,588663,2515,1.0,1.0
H,588673,3900,,
H,588685,3306,,
H,588686,3601,1.0,6.0
H,588703,800,1.0,1.0
H,588709,2319,1.0,1.0
H,588723,5302,,
H,588756,4629,2.0,3.0
H,588769,2514,2.0,3.0
H,588770,2509,2.0,1.0
H,588794,3400,,
H,588796,5904,,
H,588803,1905,1.0,1.0
H,588820,2306,3.0,1.0
H,588896,5914,1.0,3.0
H,588925,3900,,
H,588931,3700,3.0,1.0
H,588937,5909,1.0,1.0
H,588943,3900,1.0,1.0
H,588950,6000,3.0,1.0
H,588993,4701,1.0,1.0
H,588999,3303,,
H,589001,4612,1.0,5.0
H,589004,2321,1.0,1.0
H,589020,5306,,
H,589028,2508,1.0,3.0
H,589035,5306,1.0,5.0
H,589055,4605,2.0,1.0
H,589059,5901,1.0,4.0
H,589083,1100,1.0,3.0
H,589087,2313,1.0,1.0
H,589093,1502,1.0,6.0
H,589110,2800,,
H,589132,4701,,
H,589138,4634,4.0,4.0
H,589152,2200,1.0,6.0
H,589185,1700,,
H,589204,5400,1.0,1.0
H,589216,4502,2.0,1.0
H,589225,3900,1.0,4.0
H,589234,1502,1.0,3.0
H,589239,3305,2.0,1.0
H,589245,3502,,
H,589263,5902,1.0,6.0
H,589311,1400,1.0,1.0
H,589331,2515,1.0,6.0
H,589332,3306,2.0,3.0
H,589359,2309,3.0,6.0
H,589379,2900,1.0,4.0
H,589381,5308,1.0,1.0
H,589393,2312,2.0,1.0
H,589397,2311,1.0,1.0
H,589400,4616,1.0,1.0
H,589404,5914,2.0,1.0
H,589423,2509,1.0,1.0
H,589432,2311,,
H,589439,4622,2.0,1.0
H,589446,5303,2.0,5.0
H,589450,5909,2.0,1.0
H,589458,3400,1.0,1.0
H,589462,3602,1.0,1.0
H,589492,4601,2.0,6.0
H,589497,2004,1.0,1.0
H,589509,5100,,
H,589548,4616,3.0,2.0
H,589566,5905,2.0,1.0
H,589571,5903,,
H,589573,4904,3.0,1.0
H,589582,2002,2.0,1.0
H,589588,4635,4.0,1.0
H,589606,400,1.0,1.0
H,589617,502,2.0,1.0
H,589623,2306,1.0,6.0
H,589625,100,,
H,589627,800,1.0,3.0
H,589641,1600,1.0,6.0
H,589643,2304,1.0,6.0
H,589672,2313,1.0,1.0
