RT,SERIALNO,PUMA,HHL,HHT
H,589673,5100,1.0,1.0
H,589699,2509,1.0,1.0
H,589704,4618,2.0,2.0
H,589707,4609,1.0,6.0
H,589710,4301,1.0,1.0
H,589734,1000,1.0,1.0
H,589746,2309,1.0,6.0
H,589764,2314,1.0,3.0
H,589784,2309,1.0,1.0
H,589798,4905,4.0,1.0
H,589811,5915,1.0,1.0
H,589813,2102,1.0,5.0
H,589879,5910,1.0,6.0
H,589887,4501,1.0,1.0
H,589903,4611,1.0,6.0
H,589904,3602,1.0,5.0
H,589912,6701,1.0,3.0
H,589919,6000,1.0,6.0
H,589962,5902,2.0,1.0
H,589963,2200,2.0,4.0
H,589974,4633,1.0,6.0
H,589991,2309,1.0,1.0
H,589997,4701,,
H,590003,6702,2.0,1.0
H,590004,5913,1.0,6.0
H,590006,5500,,
H,590028,2506,1.0,5.0
H,590038,6301,2.0,3.0
H,590039,5901,2.0,6.0
H,590059,2304,,
H,590070,6805,4.0,2.0
H,590090,4621,1.0,6.0
H,590098,2005,,
H,590100,2600,,
H,590101,6703,2.0,1.0
H,590103,1200,1.0,1.0
H,590106,2200,,
H,590151,4302,,
H,590152,5905,4.0,1.0
H,590157,4634,2.0,4.0
H,590180,5400,,
H,590186,5906,2.0,4.0
H,590194,2513,1.0,3.0
H,590205,2600,1.0,1.0
H,590218,6302,2.0,1.0
H,590219,3200,,
H,590232,5306,1.0,6.0
H,590237,3900,,
H,590238,2002,1.0,1.0
H,590263,6500,2.0,1.0
H,590264,5301,1.0,4.0
H,590274,6702,2.0,1.0
H,590291,300,1.0,1.0
H,590292,6000,3.0,1.0
H,590293,2509,2.0,1.0
H,590300,6400,2.0,6.0
H,590305,2310,2.0,1.0
H,590324,1907,1.0,1.0
H,590332,2004,,
H,590341,1700,,
H,590364,5912,1.0,1.0
H,590402,1901,1.0,6.0
H,590405,5500,2.0,3.0
H,590425,1902,4.0,1.0
H,590431,6900,2.0,1.0
H,590433,5902,2.0,2.0
H,590444,6100,1.0,3.0
H,590462,5100,,
H,590468,5700,2.0,4.0
H,590491,2303,2.0,6.0
H,590501,100,1.0,6.0
H,590519,2311,1.0,1.0
H,590534,5302,,
H,590548,3305,1.0,1.0
H,590573,6100,1.0,1.0
H,590574,4604,3.0,4.0
H,590583,1901,1.0,1.0
H,590595,1501,1.0,3.0
H,590596,1905,1.0,1.0
H,590597,3900,1.0,1.0
H,590601,502,1.0,4.0
H,590607,6100,1.0,1.0
H,590612,2318,1.0,1.0
H,590622,1800,,
H,590641,400,,
H,590647,4628,1.0,1.0
H,590651,3100,2.0,1.0
H,590663,6601,2.0,3.0
H,590666,2514,1.0,4.0
H,590668,100,,
H,590699,2700,1.0,1.0
H,590713,5500,,
H,590714,2509,1.0,6.0
H,590716,5901,2.0,2.0
H,590719,5906,,
H,590726,4301,1.0,6.0
H,590732,1902,3.0,1.0
H,590735,2516,1.0,3.0
H,590749,4701,1.0,3.0
H,590785,3900,,
H,590793,4901,1.0,1.0
H,590815,4609,2.0,2.0
H,590824,4100,,
H,590828,5907,,
H,590829,2514,1.0,1.0
H,590859,100,1.0,1.0
H,590862,1901,2.0,1.0
H,590905,100,1.0,1.0
H,590908,4701,1.0,4.0
H,590917,6804,2.0,1.0
H,590920,2006,1.0,4.0
H,590922,5905,2.0,6.0
H,590953,4638,1.0,1.0
H,590955,6400,2.0,1.0
H,590959,4701,1.0,1.0
H,590962,4400,,
H,590977,5309,1.0,3.0
H,590979,3200,1.0,1.0
H,591003,6000,3.0,1.0
H,591007,2307,1.0,6.0
H,591018,5902,2.0,1.0
H,591045,5307,1.0,4.0
H,591048,2507,1.0,1.0
H,591054,3400,,
H,591057,100,2.0,1.0
H,591062,6603,2.0,1.0
H,591066,3200,1.0,1.0
H,591079,2508,1.0,3.0
H,591091,4902,4.0,1.0
H,591112,1901,3.0,2.0
H,591114,2600,1.0,1.0
H,591148,2313,1.0,3.0
H,591151,4901,,
H,591167,5500,2.0,4.0
H,591172,100,,
H,591189,2306,2.0,2.0
H,591192,5307,2.0,1.0
H,591195,4616,1.0,5.0
H,591197,2005,2.0,1.0
H,591231,2600,,
H,591233,501,1.0,1.0
H,591242,5500,,
H,591258,1902,,
H,591281,400,1.0,1.0
H,591282,1501,1.0,3.0
H,591287,4200,1.0,6.0
H,591314,4629,1.0,6.0
H,591317,2001,1.0,6.0
H,591343,200,,
H,591345,5700,1.0,6.0
H,591359,4620,1.0,1.0
H,591368,2321,,
H,591374,5913,2.0,1.0
H,591387,1700,,
H,591394,4702,1.0,3.0
H,591420,900,1.0,1.0
H,591427,4607,2.0,1.0
H,591437,4615,2.0,3.0
H,591461,5500,1.0,3.0
H,591468,2309,1.0,1.0
H,591482,2304,1.0,1.0
H,591501,2003,5.0,1.0
H,591514,6500,1.0,2.0
H,591535,2306,1.0,1.0
H,591537,800,1.0,1.0
H,591540,4502,1.0,1.0
H,591543,4635,2.0,4.0
H,591560,6400,,
H,591570,2501,1.0,1.0
H,591571,2312,3.0,6.0
H,591589,2515,1.0,2.0
H,591628,4302,,
H,591631,4400,1.0,4.0
H,591666,2600,1.0,1.0
H,591683,3900,1.0,1.0
H,591694,5902,,
H,591696,4609,1.0,6.0
H,591700,2507,2.0,2.0
H,591744,6803,2.0,1.0
H,591750,4608,1.0,3.0
H,591754,2313,1.0,1.0
H,591758,5914,1.0,2.0
H,591771,2514,1.0,4.0
H,591779,5306,,
H,591802,2003,1.0,1.0
H,591807,501,1.0,3.0
H,591815,5400,1.0,4.0
H,591868,4100,1.0,1.0
H,591887,2315,2.0,2.0
H,591890,5907,2.0,3.0
H,591909,2503,1.0,2.0
H,591949,5306,1.0,1.0
H,591952,2506,1.0,3.0
H,591962,2303,1.0,3.0
H,591968,4616,1.0,1.0
H,591975,5500,1.0,2.0
H,591981,4603,1.0,3.0
H,591987,3601,1.0,1.0
H,592004,5700,2.0,1.0
H,592006,2307,1.0,7.0
H,592025,600,1.0,1.0
H,592031,4501,1.0,1.0
H,592034,1901,1.0,6.0
H,592037,6804,2.0,3.0
H,592040,5100,3.0,4.0
H,592042,6000,1.0,4.0
H,592048,5500,,
H,592052,2322,1.0,1.0
H,592064,2503,1.0,4.0
H,592066,1700,1.0,6.0
H,592070,5915,2.0,1.0
H,592071,5915,1.0,1.0
H,592081,2005,1.0,6.0
H,592095,2400,1.0,4.0
H,592107,5911,1.0,1.0
H,592121,3000,1.0,1.0
H,592138,1300,1.0,1.0
H,592139,5306,1.0,7.0
H,592150,4603,2.0,6.0
H,592178,800,1.0,6.0
H,592184,1502,1.0,6.0
H,592190,200,1.0,1.0
H,592209,3400,1.0,2.0
H,592228,2312,1.0,1.0
H,592312,1903,1.0,1.0
H,592314,6601,,
H,592322,4802,2.0,1.0
H,592328,5400,,
H,592345,4637,1.0,1.0
H,592351,2306,2.0,5.0
H,592391,6100,,
H,592412,5911,2.0,2.0
H,592428,2508,2.0,1.0
H,592430,3502,1.0,3.0
H,592447,2516,2.0,1.0
H,592459,2001,1.0,6.0
H,592467,4638,4.0,3.0
H,592478,2317,1.0,3.0
H,592482,300,1.0,1.0
H,592486,300,1.0,1.0
H,592490,4623,2.0,6.0
H,592499,2502,1.0,7.0
H,592501,4627,1.0,1.0
H,592520,2507,1.0,4.0
H,592549,4618,2.0,1.0
H,592560,5911,1.0,6.0
H,592564,5800,1.0,4.0
H,592588,2001,1.0,1.0
H,592601,6602,2.0,6.0
H,592606,6703,2.0,1.0
H,592609,4623,2.0,1.0
H,592614,2312,1.0,6.0
H,592615,4602,2.0,7.0
H,592618,2600,,
H,592624,4301,1.0,4.0
H,592659,502,2.0,1.0
H,592687,5307,1.0,6.0
H,592738,3000,1.0,1.0
H,592740,1300,1.0,1.0
H,592746,4624,1.0,1.0
H,592758,5907,1.0,3.0
H,592759,4000,1.0,1.0
H,592774,6500,1.0,4.0
H,592776,1907,1.0,5.0
H,592790,2510,,
H,592799,3802,1.0,2.0
H,592836,4601,1.0,6.0
H,592855,4606,1.0,2.0
H,592861,5910,2.0,6.0
H,592876,4615,2.0,1.0
H,592882,3801,2.0,1.0
H,592884,4200,1.0,1.0
H,592886,2001,1.0,1.0
H,592889,5902,1.0,1.0
H,592895,4803,1.0,1.0
H,592902,1905,1.0,1.0
H,592928,3700,1.0,1.0
H,592936,3000,2.0,2.0
H,592939,5911,1.0,1.0
H,592959,4200,2.0,3.0
H,592999,6200,,
H,593033,6100,2.0,2.0
H,593058,4628,2.0,3.0
H,593064,4621,1.0,5.0
H,593083,2514,1.0,1.0
H,593110,4618,1.0,3.0
H,593127,5309,1.0,1.0
H,593147,2318,1.0,4.0
H,593152,4702,1.0,1.0
H,593202,5303,1.0,2.0
H,593208,6803,2.0,1.0
H,593212,600,1.0,1.0
H,593217,4803,,
H,593310,2102,,
H,593317,6702,,
H,593318,5303,1.0,1.0
H,593335,2509,2.0,1.0
H,593364,900,1.0,1.0
H,593379,5305,1.0,1.0
H,593396,5600,1.0,1.0
H,593406,4803,1.0,1.0
H,593410,200,1.0,6.0
H,593432,6000,1.0,3.0
H,593449,4609,2.0,6.0
H,593454,501,,
H,593464,3400,1.0,1.0
H,593475,1906,1.0,1.0
H,593480,4902,1.0,6.0
H,593502,4631,1.0,6.0
H,593505,4614,2.0,1.0
H,593509,300,1.0,4.0
H,593526,5306,2.0,3.0
H,593550,5000,,
H,593575,4502,1.0,1.0
H,593608,5307,2.0,3.0
H,593613,1100,1.0,1.0
H,593632,3304,4.0,5.0
H,593634,2700,,
H,593642,4606,1.0,6.0
H,593696,2310,1.0,3.0
H,593733,6301,2.0,1.0
H,593741,5000,1.0,1.0
H,593751,1200,,
H,593778,3602,4.0,3.0
H,593822,4629,1.0,1.0
H,593847,5904,,
H,593858,5916,2.0,1.0
H,593863,1902,,
H,593881,6802,2.0,3.0
H,593890,2322,1.0,1.0
H,593894,4503,1.0,6.0
H,593900,2004,1.0,1.0
H,593907,2005,,
H,593911,600,,
H,593914,4613,1.0,1.0
H,593915,6000,,
H,593917,2308,1.0,1.0
H,593959,4634,1.0,3.0
H,593964,4902,4.0,6.0
H,593973,3200,1.0,6.0
H,593977,4701,,
H,593992,2800,1.0,1.0
H,593996,1905,,
H,594013,4802,,
H,594039,2800,1.0,1.0
H,594045,4613,1.0,1.0
H,594055,4636,3.0,1.0
H,594078,1700,1.0,6.0
H,594090,6500,1.0,6.0
H,594096,2102,1.0,3.0
H,594097,1000,,
H,594102,2301,1.0,6.0
H,594108,6000,1.0,6.0
H,594115,2309,2.0,5.0
H,594122,4614,4.0,1.0
H,594128,4701,,
H,594133,4604,1.0,6.0
H,594143,2006,1.0,1.0
H,594158,4400,1.0,1.0
H,594193,2322,1.0,1.0
H,594198,6702,1.0,1.0
H,594207,4000,1.0,5.0
H,594251,1000,1.0,1.0
H,594256,4602,2.0,1.0
H,594275,6806,2.0,6.0
H,594308,1700,,
H,594321,1906,,
H,594332,3306,2.0,1.0
H,594350,2400,1.0,1.0
H,594380,4611,,
H,594405,1907,1.0,1.0
H,594419,1906,1.0,1.0
H,594442,4608,2.0,3.0
H,594443,6100,2.0,4.0
H,594470,2314,1.0,6.0
H,594491,502,1.0,6.0
H,594499,2005,3.0,7.0
H,594522,2322,1.0,6.0
H,594569,2308,2.0,3.0
H,594582,4636,1.0,6.0
H,594593,5913,1.0,6.0
H,594595,3602,1.0,1.0
H,594599,4701,1.0,1.0
H,594611,3305,2.0,1.0
H,594614,3400,1.0,1.0
H,594627,3100,1.0,4.0
H,594630,4631,1.0,1.0
H,594637,4604,1.0,4.0
H,594646,4801,4.0,3.0
H,594651,600,1.0,5.0
H,594667,900,1.0,1.0
H,594668,2005,1.0,1.0
H,594681,2301,1.0,4.0
H,594683,2800,,
H,594699,3801,1.0,4.0
H,594704,2515,1.0,2.0
H,594720,2508,1.0,4.0
H,594726,2101,1.0,1.0
H,594727,2507,1.0,6.0
H,594731,4701,1.0,3.0
H,594732,1907,4.0,1.0
H,594756,1700,,
H,594757,6601,2.0,1.0
H,594768,1100,1.0,4.0
H,594782,4301,1.0,6.0
H,594791,1000,1.0,1.0
H,594821,4604,1.0,6.0
H,594826,6807,2.0,6.0
H,594829,5903,2.0,2.0
H,594838,6900,2.0,1.0
H,594839,1600,1.0,4.0
H,594841,3400,1.0,6.0
H,594847,5912,1.0,6.0
H,594854,2303,2.0,3.0
H,594860,2304,1.0,1.0
H,594871,2004,1.0,1.0
H,594908,5308,1.0,1.0
H,594914,4502,1.0,7.0
H,594933,5905,2.0,1.0
H,594987,2316,,
H,594990,2006,1.0,1.0
H,595013,6807,2.0,4.0
H,595019,3301,,
H,595039,3301,2.0,1.0
H,595046,2101,,
H,595050,4610,2.0,1.0
H,595054,2501,1.0,6.0
H,595060,2312,,
H,595075,4616,1.0,1.0
H,595082,2321,3.0,7.0
H,595084,3400,,
H,595090,2006,1.0,1.0
H,595093,5915,2.0,3.0
H,595103,5204,1.0,1.0
H,595116,4501,2.0,5.0
H,595141,2506,1.0,5.0
H,595142,5203,1.0,1.0
H,595149,700,,
H,595152,4620,,
H,595154,5305,1.0,1.0
H,595163,600,2.0,1.0
H,595164,6602,2.0,2.0
H,595189,3000,1.0,5.0
H,595195,2001,2.0,1.0
H,595201,4615,5.0,7.0
H,595204,4100,2.0,6.0
H,595221,1300,1.0,1.0
H,595225,2308,1.0,1.0
H,595243,400,2.0,1.0
H,595259,2002,1.0,1.0
H,595285,4302,,
H,595331,4613,4.0,2.0
H,595332,2600,1.0,1.0
H,595336,5500,,
H,595345,5910,,
H,595347,6302,2.0,3.0
H,595350,3601,2.0,1.0
H,595361,2322,2.0,1.0
H,595366,3801,2.0,1.0
H,595370,6000,1.0,1.0
H,595379,4611,1.0,4.0
H,595386,2509,1.0,6.0
H,595393,2102,1.0,1.0
H,595399,600,,
H,595423,300,1.0,6.0
H,595438,4611,1.0,4.0
H,595441,6603,2.0,5.0
H,595445,2312,2.0,1.0
H,595478,3700,1.0,1.0
H,595487,800,1.0,1.0
H,595504,6801,2.0,3.0
H,595507,5915,1.0,1.0
H,595533,2317,1.0,4.0
H,595535,2005,1.0,2.0
H,595539,100,,
H,595565,3501,1.0,1.0
H,595582,5201,1.0,6.0
H,595584,2800,1.0,3.0
H,595607,3200,,
H,595624,5308,1.0,5.0
H,595625,4628,1.0,1.0
H,595662,2311,1.0,6.0
H,595677,2311,1.0,6.0
H,595687,6000,1.0,7.0
H,595697,1700,2.0,1.0
H,595728,100,2.0,3.0
H,595732,2514,1.0,6.0
H,595744,4200,1.0,1.0
H,595759,5700,1.0,2.0
H,595803,2003,1.0,6.0
H,595809,6500,2.0,3.0
H,595812,2302,3.0,1.0
H,595814,4502,1.0,1.0
H,595842,4616,1.0,1.0
H,595843,2700,1.0,3.0
H,595853,4501,,
H,595863,502,1.0,3.0
H,595872,4629,3.0,5.0
H,595883,5911,2.0,1.0
H,595903,2504,2.0,1.0
H,595919,2312,1.0,1.0
H,595950,1700,1.0,4.0
H,595961,2502,2.0,5.0
H,595982,2600,2.0,2.0
H,596005,2312,1.0,1.0
H,596016,2101,2.0,1.0
H,596027,4604,2.0,6.0
H,596030,1902,1.0,7.0
H,596042,2509,2.0,3.0
H,596087,5308,1.0,6.0
H,596091,2900,1.0,2.0
H,596094,1100,,
H,596100,1300,1.0,1.0
H,596104,2305,1.0,3.0
H,596121,4634,5.0,2.0
H,596122,2314,1.0,3.0
H,596128,3100,,
H,596131,6703,2.0,1.0
H,596150,2512,2.0,2.0
H,596164,2800,1.0,1.0
H,596171,2200,,
H,596178,600,,
H,596185,900,1.0,1.0
H,596194,2515,1.0,3.0
H,596203,4301,1.0,5.0
H,596209,1901,1.0,6.0
H,596229,4301,2.0,1.0
H,596257,2513,1.0,5.0
H,596264,6807,2.0,1.0
H,596279,2102,,
H,596308,1300,1.0,6.0
H,596311,2503,2.0,4.0
H,596334,2513,1.0,6.0
H,596359,4633,4.0,1.0
H,596371,4636,1.0,1.0
H,596399,4200,2.0,3.0
H,596401,2508,,
H,596409,4000,,
H,596411,3303,2.0,3.0
H,596416,2506,1.0,1.0
H,596426,4901,2.0,4.0
H,596456,2002,1.0,1.0
H,596458,2306,1.0,4.0
H,596490,5400,1.0,1.0
H,596499,700,1.0,3.0
H,596500,1902,4.0,1.0
H,596513,4400,2.0,1.0
H,596514,2506,1.0,1.0
H,596525,502,1.0,1.0
H,596536,4302,,
H,596543,4400,1.0,1.0
H,596547,2322,1.0,1.0
H,596582,4100,1.0,1.0
H,596600,2101,1.0,1.0
H,596608,100,,
H,596609,2515,4.0,1.0
H,596625,2512,1.0,1.0
H,596655,5305,1.0,1.0
H,596681,2700,1.0,1.0
H,596716,2507,1.0,6.0
H,596730,6302,2.0,2.0
H,596733,4627,1.0,1.0
H,596750,1903,2.0,4.0
H,596761,2509,1.0,6.0
H,596777,100,,
H,596799,5100,1.0,6.0
H,596853,3305,2.0,1.0
H,596866,3601,1.0,1.0
H,596883,2311,3.0,1.0
H,596886,4610,1.0,3.0
H,596909,300,,
H,596916,4601,2.0,1.0
H,596921,4631,1.0,6.0
H,596927,6100,1.0,1.0
H,596948,2004,1.0,4.0
H,596950,6801,2.0,3.0
H,596966,2003,1.0,1.0
H,596980,1300,1.0,1.0
H,596995,2307,2.0,4.0
H,596999,3802,1.0,6.0
H,597002,2309,1.0,5.0
H,597038,2800,1.0,6.0
H,597040,1902,4.0,1.0
H,597048,2312,,
H,597053,3000,1.0,3.0
H,597058,2509,1.0,1.0
H,597064,5309,2.0,1.0
H,597120,2700,1.0,6.0
H,597139,4619,1.0,1.0
H,597155,4904,1.0,1.0
H,597158,5907,1.0,3.0
H,597170,2311,2.0,4.0
H,597174,4616,,
H,597176,1800,1.0,1.0
H,597177,3900,5.0,3.0
H,597197,2001,2.0,1.0
H,597201,2004,1.0,1.0
H,597202,4301,1.0,3.0
H,597213,4638,4.0,1.0
H,597220,700,1.0,1.0
H,597223,3900,1.0,1.0
H,597228,5000,,
H,597229,1000,1.0,6.0
H,597238,4635,1.0,1.0
H,597270,4607,1.0,3.0
H,597291,3602,1.0,7.0
H,597342,1100,1.0,6.0
H,597349,4622,1.0,3.0
H,597354,2004,,
H,597357,2600,,
H,597393,2800,1.0,6.0
H,597402,4603,,
H,597430,2101,1.0,3.0
H,597474,2317,1.0,3.0
H,597478,2311,2.0,1.0
H,597496,5910,4.0,6.0
H,597502,5903,2.0,3.0
H,597503,2513,1.0,1.0
H,597504,3802,1.0,4.0
H,597513,5907,,
H,597528,4606,,
H,597529,5307,1.0,4.0
H,597539,6807,2.0,1.0
H,597542,1903,3.0,1.0
H,597551,5914,1.0,1.0
H,597610,100,,
H,597621,4604,1.0,4.0
H,597624,2307,1.0,1.0
H,597633,5916,1.0,1.0
H,597652,4618,2.0,6.0
H,597677,3700,1.0,1.0
H,597681,300,2.0,3.0
H,597683,5914,1.0,1.0
H,597705,2005,1.0,2.0
H,597716,4616,1.0,1.0
H,597725,2400,1.0,1.0
H,597737,800,1.0,1.0
H,597754,5305,1.0,1.0
H,597763,5000,1.0,1.0
H,597781,2700,,
H,597831,3305,,
H,597835,5201,1.0,1.0
H,597837,5100,,
H,597876,5100,2.0,1.0
H,597879,5902,2.0,3.0
H,597890,3305,,
H,597907,1000,1.0,6.0
H,597920,2307,1.0,6.0
H,597939,4801,1.0,1.0
H,597945,6702,2.0,6.0
H,597986,6807,2.0,1.0
H,597998,5400,,
H,598003,4612,1.0,6.0
H,598009,2600,1.0,6.0
H,598022,4502,2.0,1.0
H,598029,2302,1.0,6.0
H,598032,4623,1.0,6.0
H,598035,3100,,
H,598056,5306,1.0,4.0
H,598084,1700,2.0,1.0
H,598094,5201,1.0,1.0
H,598102,5308,1.0,1.0
H,598126,2700,2.0,1.0
H,598130,6805,2.0,1.0
H,598136,2600,1.0,1.0
H,598144,5800,1.0,1.0
H,598158,600,,
H,598173,3302,2.0,6.0
H,598185,3802,1.0,1.0
H,598209,2313,1.0,4.0
H,598212,2600,,
H,598215,3305,,
H,598238,5903,1.0,1.0
H,598241,100,1.0,4.0
H,598265,1000,1.0,1.0
H,598291,3502,1.0,1.0
H,598320,2321,1.0,4.0
H,598329,4614,4.0,1.0
H,598338,2509,1.0,1.0
H,598352,1905,1.0,1.0
H,598369,3501,1.0,6.0
H,598377,4607,1.0,1.0
H,598379,4620,2.0,1.0
H,598392,3400,1.0,1.0
H,598411,5916,1.0,6.0
H,598446,2200,,
H,598447,1300,1.0,1.0
H,598465,6500,2.0,3.0
H,598488,5903,,
H,598492,2507,1.0,6.0
H,598493,5908,2.0,1.0
H,598500,6702,2.0,1.0
H,598546,5914,1.0,1.0
H,598549,4901,1.0,1.0
H,598555,1501,1.0,1.0
H,598564,4602,3.0,5.0
H,598596,4604,1.0,6.0
H,598602,3601,,
H,598623,1906,1.0,6.0
H,598641,6601,2.0,1.0
H,598646,2200,1.0,1.0
H,598672,2600,1.0,6.0
H,598678,3900,,
H,598682,5909,2.0,4.0
H,598694,4621,1.0,1.0
H,598697,4701,1.0,1.0
H,598712,6200,2.0,1.0
H,598717,4200,,
H,598720,5204,,
H,598724,2303,2.0,1.0
H,598757,1100,3.0,1.0
H,598761,2510,1.0,1.0
H,598762,2305,1.0,6.0
H,598788,2508,1.0,3.0
H,598797,2501,1.0,1.0
H,598805,4620,1.0,1.0
H,598830,5000,,
H,598833,2900,2.0,1.0
H,598861,6702,2.0,1.0
H,598868,5901,1.0,2.0
H,598873,4611,1.0,7.0
H,598888,1901,2.0,6.0
H,598898,1502,,
H,598933,4903,4.0,1.0
H,598991,6500,,
H,599023,4503,1.0,1.0
H,599027,3305,2.0,2.0
H,599040,4503,1.0,1.0
H,599061,4400,1.0,1.0
H,599076,3304,2.0,1.0
H,599090,3601,,
H,599094,4503,1.0,6.0
H,599099,4604,1.0,1.0
H,599100,4400,1.0,1.0
H,599104,2400,1.0,1.0
H,599106,5204,,
H,599108,2002,4.0,1.0
H,599111,4628,1.0,1.0
H,599140,2101,2.0,1.0
H,599142,900,1.0,1.0
H,599148,1904,1.0,1.0
H,599166,3900,1.0,6.0
H,599167,6200,2.0,1.0
H,599170,1200,,
H,599176,4608,2.0,1.0
H,599198,2501,1.0,1.0
H,599222,5910,1.0,5.0
H,599223,6703,1.0,1.0
H,599252,100,1.0,4.0
H,599261,6602,1.0,3.0
H,599269,4622,,
H,599315,2308,1.0,1.0
H,599325,4904,1.0,6.0
H,599330,2311,1.0,1.0
H,599360,4616,1.0,6.0
H,599367,6900,2.0,1.0
H,599403,502,1.0,1.0
H,599414,5600,,
H,599430,3304,,
H,599463,3305,1.0,6.0
H,599465,4502,2.0,5.0
H,599467,5906,2.0,1.0
H,599482,2600,,
H,599484,3502,1.0,1.0
H,599486,3801,1.0,1.0
H,599487,3801,1.0,7.0
H,599509,4502,1.0,1.0
H,599529,2600,1.0,4.0
H,599533,3304,,
H,599562,2318,1.0,4.0
H,599570,5308,1.0,1.0
H,599574,3400,,
H,599601,3302,2.0,6.0
H,599651,2200,,
H,599658,5202,1.0,1.0
H,599660,2314,3.0,4.0
H,599679,1901,3.0,1.0
H,599698,400,1.0,1.0
H,599705,2506,1.0,6.0
H,599717,1502,2.0,4.0
H,599734,501,1.0,1.0
H,599742,5905,,
H,599749,3801,1.0,1.0
H,599755,100,1.0,1.0
H,599763,300,1.0,6.0
H,599771,5400,1.0,1.0
H,599781,1000,2.0,1.0
H,599783,700,1.0,4.0
H,599800,4612,1.0,4.0
H,599813,4608,1.0,3.0
H,599814,1600,1.0,1.0
H,599858,4608,1.0,1.0
H,599862,4617,1.0,1.0
H,599866,6603,1.0,1.0
H,599869,2600,1.0,6.0
H,599905,6603,,
H,599917,5303,4.0,1.0
H,599920,1100,1.0,2.0
H,599927,2513,1.0,6.0
H,599939,3700,1.0,1.0
H,599953,4635,1.0,1.0
H,599955,1000,1.0,6.0
H,599964,2003,3.0,1.0
H,599987,4609,1.0,3.0
H,599998,2514,2.0,1.0
H,600001,2307,1.0,6.0
H,600003,2512,,
H,600030,2501,1.0,1.0
H,600094,2509,2.0,3.0
H,600112,5400,1.0,1.0
H,600130,2501,1.0,1.0
H,600143,2305,2.0,1.0
H,600150,2900,1.0,4.0
H,600168,5916,1.0,6.0
H,600178,6100,2.0,1.0
H,600182,6807,,
H,600185,4604,1.0,1.0
H,600199,2310,1.0,6.0
H,600206,5302,1.0,7.0
H,600210,2505,1.0,6.0
H,600232,4625,1.0,1.0
H,600267,3601,,
H,600269,4615,,
H,600270,5309,1.0,6.0
H,600273,5100,1.0,3.0
H,600275,4619,1.0,7.0
H,600294,3900,1.0,6.0
H,600329,2314,1.0,7.0
H,600358,6703,,
H,600362,2505,,
H,600367,1905,2.0,1.0
H,600372,2320,1.0,1.0
H,600374,2509,1.0,1.0
H,600378,2800,1.0,4.0
H,600406,5309,1.0,1.0
H,600411,2515,1.0,7.0
H,600462,800,1.0,6.0
H,600505,5307,2.0,7.0
H,600509,5203,1.0,1.0
H,600523,4904,1.0,1.0
H,600568,5500,3.0,4.0
H,600588,5302,4.0,1.0
H,600594,4702,1.0,3.0
H,600646,1300,,
H,600659,4400,1.0,6.0
H,600672,5905,2.0,3.0
H,600674,5600,2.0,3.0
H,600675,3502,,
H,600677,3304,,
H,600705,2515,1.0,6.0
H,600708,5400,,
H,600715,4603,1.0,1.0
H,600718,4605,2.0,1.0
H,600788,2314,,
H,600792,4612,2.0,2.0
H,600808,6500,,
H,600809,3900,1.0,1.0
H,600810,1902,4.0,1.0
H,600814,5906,2.0,3.0
H,600835,4100,1.0,6.0
H,600853,2511,1.0,3.0
H,600865,3900,,
H,600888,5903,1.0,4.0
H,600909,2600,1.0,1.0
H,600915,6302,2.0,3.0
H,600968,800,1.0,4.0
H,600985,2501,1.0,1.0
H,600987,2800,1.0,2.0
H,600990,200,2.0,1.0
H,601006,6400,,
H,601014,1400,1.0,4.0
H,601016,6806,2.0,1.0
H,601023,2322,,
H,601048,3305,1.0,1.0
H,601053,4632,1.0,4.0
H,601062,3200,2.0,1.0
H,601072,2600,,
H,601083,5908,2.0,3.0
H,601084,400,1.0,6.0
H,601085,2600,1.0,6.0
H,601104,4616,1.0,1.0
H,601114,2510,1.0,1.0
H,601122,6804,2.0,6.0
H,601126,200,,
H,601131,700,1.0,4.0
H,601132,6802,2.0,1.0
H,601138,2101,1.0,1.0
H,601161,2320,2.0,1.0
H,601183,4628,1.0,1.0
H,601184,4619,2.0,1.0
H,601216,2510,1.0,1.0
H,601226,2508,2.0,2.0
H,601235,4631,4.0,1.0
H,601236,2322,1.0,6.0
H,601265,4602,,
H,601306,5202,1.0,4.0
H,601326,5201,1.0,1.0
H,601328,2307,1.0,1.0
H,601332,2512,2.0,1.0
H,601358,2305,1.0,6.0
H,601364,5307,1.0,4.0
H,601381,6500,,
H,601382,4905,1.0,1.0
H,601387,5800,2.0,3.0
H,601394,4000,1.0,1.0
H,601395,4631,1.0,5.0
H,601405,5100,2.0,1.0
H,601413,5100,1.0,4.0
H,601422,4625,1.0,6.0
H,601475,2516,1.0,1.0
H,601501,5202,1.0,1.0
H,601531,2600,1.0,6.0
H,601660,2305,2.0,4.0
H,601682,3601,1.0,6.0
H,601683,2316,1.0,2.0
H,601684,5907,3.0,1.0
H,601688,2314,2.0,1.0
H,601692,5800,1.0,1.0
H,601694,5911,1.0,1.0
H,601695,100,,
H,601711,6301,,
H,601720,4611,2.0,4.0
H,601724,1700,1.0,1.0
H,601750,4803,1.0,1.0
H,601751,2502,1.0,1.0
H,601756,6900,4.0,1.0
H,601769,6802,2.0,4.0
H,601776,6000,1.0,1.0
H,601779,2001,1.0,1.0
H,601804,6400,,
H,601814,3700,2.0,1.0
H,601826,4625,4.0,1.0
H,601830,5100,1.0,1.0
H,601837,4901,1.0,4.0
